2014-10-1,56.07758655012003
2014-10-2,45.069570515770465
2014-10-3,32.495247688668314
2014-10-6,65.70555580296787
2014-10-7,59.1116770938097
2014-10-8,51.66344922495773
2014-10-9,47.41088372244849
2014-10-10,94.00048873599735
2014-10-14,50.15756455663359
2014-10-15,62.62759677457507
2014-10-16,52.61632142655435
2014-10-17,39.04551758785965
2014-10-20,62.28815916410531
2014-10-21,61.81711609955528
2014-10-22,62.769988301181
2014-10-23,58.16959096468054
2014-10-24,102.27575091965264
2014-10-27,63.99685748355114
2014-10-28,61.121712106250925
2014-10-29,54.6702249237278
2014-10-30,51.192406160378596
2014-10-31,46.59200882387813
2014-11-4,59.64037690864643
2014-11-5,58.03020163113251
2014-11-6,47.734143229870824
2014-11-7,98.51615129614947
2014-11-10,59.843190559739014
2014-11-11,65.62082102661952
2014-11-12,60.30846605703118
2014-11-13,45.3930896979291
2014-11-14,44.57421479935874
2014-11-17,71.92991668250761
2014-11-18,61.36562886784668
2014-11-19,57.33479763782816
2014-11-20,60.122206045663916
2014-11-21,103.65879989418318
2014-11-25,70.3197414050228
2014-11-26,67.71282544118003
2014-11-27,51.31048503512284
2014-11-28,47.547883218561765
