0,303.10794
1,140.13138
2,110.276184
3,221.58192
4,162.42926
5,141.46481
6,589.09534
7,66.5897
8,46.57965
9,883.3757
10,524.719
11,94.30504
12,255.70848
13,103.45056
14,61.46022
15,80.098755
16,42.599888
17,188.74683
18,79.43057
19,320.7578
20,160.92381
21,151.29353
22,157.57796
23,47.21185
24,54.39185
25,135.1509
26,62.321575
27,174.75787
28,69.309875
29,127.43983
30,197.8153
31,295.3227
32,171.75946
33,61.071537
34,56.6012
35,265.58008
36,45.48005
37,193.7895
38,121.46124
39,248.12704
40,251.8189
41,684.82697
42,238.57423
43,95.09001
44,137.1065
45,86.44332
46,228.21802
47,67.48361
48,51.511642
49,63.588013
50,148.0906
51,88.415306
52,129.58266
53,54.858994
54,82.402954
55,83.39633
56,117.60957
57,128.60912
58,251.01947
59,75.722664
60,116.64425
61,84.73565
62,108.65309
63,300.13995
64,86.71334
65,227.92154
66,134.85988
67,159.2265
68,166.85687
69,56.014103
70,69.25017
71,124.77759
72,317.88965
73,89.83462
74,321.04907
75,97.41538
76,323.79663
77,70.8114
78,134.53268
79,104.14049
80,352.4471
81,84.52513
82,149.84499
83,74.29701
84,110.16233
85,188.9831
86,170.03299
87,81.98601
88,186.48003
89,86.21962
90,119.96787
91,174.62585
92,48.010624
93,159.99022
94,348.1719
95,78.63539
96,159.13806
97,307.39017
98,62.545826
99,277.31473
100,64.45236
101,63.15127
102,56.221905
103,89.5939
104,127.920044
105,49.093266
106,173.52159
107,93.4363
108,97.01308
109,60.431374
110,122.01225
111,79.83246
112,72.39798
113,182.9949
114,107.05362
115,346.32764
116,55.968197
117,102.1971
118,97.41621
119,69.02099
120,104.488464
121,193.89156
122,246.31033
123,482.59692
124,160.2702
125,87.98715
126,154.32231
127,139.89157
128,11.395182
129,165.13678
130,495.6676
131,218.54086
132,126.08092
133,50.049145
134,173.6512
135,61.818424
136,346.91235
137,138.43298
138,67.442505
139,96.34283
140,105.503456
141,544.64813
142,244.52301
143,102.921104
144,117.325356
145,57.116127
146,126.36531
147,122.33154
148,69.86605
149,146.75903
150,146.40553
151,65.716545
152,97.09698
153,70.720146
154,201.95355
155,45.68511
156,421.14935
157,98.47164
158,35.17282
159,79.904724
160,245.92978
161,207.31097
162,76.91138
163,175.16591
164,119.04976
